N,P,K,temperature,humidity,ph,rainfall,label,yield
21.86,134.68,195.26,26.32,84.54,5.52,76.86,grapes,23669.8
24.63,131.1,186.8,23.66,94.41,5.83,157.55,apple,12899.91
18.97,68.41,16.36,31.5,53.2,5.58,122.31,pigeonpeas,2008.46
94.96,46.22,40.89,24.5,48.39,6.37,94.92,wheat,5060.17
17.51,64.09,16.2,16.46,23.41,5.15,80.43,kidneybeans,1785.19
17.44,73.16,27.27,23.04,61.39,6.94,54.31,lentil,1726.27
18.96,74.03,12.36,17.89,22.38,5.4,89.15,kidneybeans,2316.52
14.68,25.34,27.13,30.9,43.16,5.79,122.32,mango,10250.11
20.58,69.95,8.9,25.6,52.44,5.89,146.06,pigeonpeas,2241.74
46.1,63.62,97.12,12.76,19.3,7.64,61.07,chickpea,1722.0
20.75,71.85,31.91,29.65,53.8,5.65,128.48,pigeonpeas,2033.85
121.08,43.69,50.37,17.54,70.6,6.74,86.85,cotton,1387.44
99.0,16.12,53.43,29.84,91.76,6.57,14.19,muskmelon,16285.56
25.88,16.79,28.82,27.56,97.22,6.04,211.45,coconut,7929.96
44.66,69.98,18.44,28.41,63.76,7.09,63.26,blackgram,1223.79
61.2,49.73,43.83,26.57,80.14,6.44,154.99,jute,4237.17
12.77,15.93,39.08,20.77,85.55,6.85,104.96,pomegranate,11164.81
19.44,29.68,31.67,28.63,48.38,5.9,105.21,mango,10522.14
29.27,51.12,21.2,28.97,48.01,7.29,70.91,mothbeans,1329.51
24.4,17.9,7.64,20.66,95.77,6.83,132.44,orange,12878.51
86.92,48.45,48.67,19.54,53.54,6.98,63.21,wheat,4324.66
73.69,43.66,42.23,24.79,76.23,7.03,178.51,jute,3856.22
15.52,133.08,199.88,21.76,74.74,5.97,65.5,grapes,19721.43
26.52,70.93,17.94,20.51,21.28,5.7,98.49,kidneybeans,2531.61
21.17,47.59,24.96,29.49,86.49,6.84,47.96,mungbean,1833.39
33.5,42.72,18.23,25.54,57.76,7.31,67.7,mothbeans,1372.33
86.55,42.54,24.45,22.34,67.77,5.41,67.1,maize,7540.14
17.92,68.17,20.56,19.64,23.19,5.91,119.69,kidneybeans,2300.33
82.72,41.62,34.59,25.11,81.8,6.34,200.85,rice,5724.78
77.09,47.33,37.7,24.32,77.12,7.28,211.6,jute,3988.41
82.47,43.03,40.2,22.85,79.99,7.58,221.15,jute,3607.64
73.96,50.9,54.96,22.75,42.15,6.01,89.11,wheat,4244.06
21.04,122.32,188.14,21.44,89.17,5.65,110.72,apple,15221.86
100.96,11.1,44.36,27.53,92.16,6.28,51.94,watermelon,30386.46
91.5,17.16,50.34,28.86,90.96,6.24,33.43,muskmelon,22534.64
20.19,18.37,10.08,18.59,95.4,6.4,101.66,orange,14480.61
29.46,48.72,6.48,28.68,83.26,6.68,45.31,mungbean,1473.2
17.16,131.6,230.27,24.22,80.36,6.15,80.45,grapes,19428.54
89.7,46.85,19.78,18.94,67.57,6.29,83.76,maize,8026.26
16.58,132.35,187.14,22.98,94.32,5.48,99.88,apple,15217.77
14.92,68.57,27.14,26.24,66.15,6.8,48.69,lentil,1440.78
22.58,14.02,10.43,22.23,94.24,7.27,123.88,orange,10138.95
89.47,16.98,49.68,29.85,93.35,6.38,24.33,muskmelon,16531.28
34.88,66.6,70.35,19.52,15.82,8.15,90.86,chickpea,1782.43
33.79,69.67,78.45,12.28,15.42,7.38,101.32,chickpea,1747.74
27.89,145.71,194.83,22.73,78.11,6.19,72.41,grapes,21295.09
118.34,46.91,39.41,23.2,64.26,6.16,79.33,cotton,2767.6
108.86,96.25,43.18,26.9,78.62,6.13,109.31,banana,39461.78
19.81,65.95,19.65,24.18,65.54,7.2,52.44,lentil,2219.97
14.73,45.22,12.99,32.18,84.89,6.68,54.88,mungbean,1544.0
17.37,9.22,30.59,29.63,95.69,6.09,206.67,coconut,6659.51
42.33,75.61,70.51,23.24,20.8,7.43,90.03,chickpea,1303.83
63.64,52.18,50.91,29.46,86.01,6.73,145.49,papaya,35178.18
82.58,47.63,30.41,22.95,82.3,7.23,194.23,rice,5906.92
36.03,57.64,20.77,29.83,70.68,7.11,88.01,blackgram,989.54
56.28,49.86,56.86,24.98,47.71,6.2,82.03,wheat,3810.76
84.99,50.1,22.46,20.95,54.23,6.55,75.42,maize,6419.7
98.18,14.31,50.18,28.63,79.15,6.03,38.8,watermelon,30990.08
24.12,137.94,198.18,23.86,89.12,5.73,109.98,apple,12190.68
19.24,63.18,10.34,20.49,58.66,6.63,44.4,lentil,1227.81
82.58,56.37,19.97,23.34,59.54,5.81,98.91,maize,7731.64
32.14,62.74,24.97,30.51,64.36,6.85,75.28,blackgram,967.1
79.18,44.93,44.75,16.33,50.17,6.12,78.51,wheat,4125.14
42.29,57.56,74.15,17.91,15.27,7.22,62.98,chickpea,1740.35
43.99,52.32,52.24,32.19,91.5,6.59,172.41,papaya,39503.25
90.07,8.9,51.41,25.91,88.49,6.64,50.07,watermelon,26828.83
24.76,146.76,196.69,23.19,84.67,5.47,65.45,grapes,21111.17
19.07,60.0,31.39,25.53,42.84,5.67,174.76,pigeonpeas,1916.39
93.34,40.03,49.87,23.68,43.95,7.34,81.29,wheat,4351.01
95.5,47.32,54.59,20.59,60.38,6.16,101.04,wheat,4798.85
4.12,69.4,21.46,24.62,43.11,6.63,142.89,pigeonpeas,2059.96
75.35,37.98,23.18,19.52,65.3,6.14,112.21,maize,5559.88
23.46,41.88,27.12,31.1,89.41,6.47,45.94,mungbean,1383.44
110.48,50.13,54.59,22.63,59.09,6.55,93.13,cotton,2580.03
19.42,23.39,9.39,23.17,86.21,7.13,132.84,orange,11030.78
41.26,67.42,82.15,22.73,20.96,7.76,66.17,chickpea,1493.47
104.54,7.96,51.8,24.54,86.41,6.28,44.15,watermelon,33219.95
23.75,138.09,155.96,19.37,85.44,5.85,118.81,apple,12956.91
16.93,55.5,26.76,27.07,81.86,5.91,34.18,mungbean,1086.61
47.53,62.6,20.81,32.99,58.44,7.12,55.97,blackgram,986.3
74.32,54.75,56.55,19.69,49.16,6.54,92.43,wheat,4290.36
34.59,67.08,14.35,28.55,37.63,5.77,149.32,pigeonpeas,2114.46
16.7,69.16,15.36,26.58,61.83,7.24,43.66,lentil,1626.1
23.82,67.73,17.25,28.34,52.73,5.95,131.43,pigeonpeas,2385.16
21.63,146.49,223.07,20.78,83.64,5.77,65.28,grapes,21232.43
22.0,139.83,165.9,24.21,86.3,5.75,56.45,grapes,15808.3
21.68,36.48,18.19,33.41,51.85,7.13,65.42,mothbeans,1186.83
83.76,45.0,38.54,21.8,91.26,5.99,168.27,rice,6247.65
124.41,8.32,55.9,26.71,84.93,6.24,42.32,watermelon,23864.62
15.15,68.55,16.87,20.99,13.44,5.44,82.48,kidneybeans,2380.97
72.8,45.7,45.29,23.69,73.18,6.16,188.45,rice,5218.19
72.85,55.89,43.93,28.6,77.68,6.82,150.77,jute,3766.14
27.07,70.24,17.49,27.1,49.19,5.41,146.13,pigeonpeas,2412.87
71.42,46.48,13.27,20.36,62.62,6.44,90.25,maize,7358.38
19.55,24.47,38.1,20.25,88.32,6.35,52.09,pomegranate,11115.47
16.59,72.84,24.97,30.75,43.74,5.94,161.65,pigeonpeas,1945.46
98.24,48.03,19.05,21.29,64.1,6.69,40.76,maize,7909.07
37.36,71.89,12.71,30.47,55.08,6.92,74.61,blackgram,1010.89
20.39,139.18,189.09,25.28,83.06,5.82,76.93,grapes,23696.52
96.82,77.67,49.56,25.83,82.43,6.06,120.47,banana,39446.39
118.7,39.93,39.38,24.1,63.31,6.54,90.55,cotton,2759.38
17.64,13.65,9.29,21.73,91.97,6.73,105.6,orange,10623.34
37.19,60.86,25.95,31.33,64.86,7.41,77.94,blackgram,968.87
22.92,13.73,10.73,20.99,91.43,7.05,109.87,orange,14163.17
21.67,142.26,180.54,28.74,86.28,5.49,58.36,grapes,22673.59
72.5,52.3,18.06,21.91,65.13,5.04,84.72,maize,6709.01
13.53,48.68,20.13,26.57,57.05,6.96,59.58,mothbeans,1254.3
77.43,13.21,57.97,22.97,83.86,6.53,40.4,watermelon,19352.65
46.23,67.69,89.51,16.9,12.89,7.22,96.44,chickpea,1569.91
27.85,54.0,19.84,27.83,62.4,6.96,47.72,mothbeans,951.07
17.89,15.72,10.38,24.07,89.34,6.92,110.9,orange,13976.37
18.09,67.38,18.01,17.63,20.8,5.78,104.1,kidneybeans,2687.18
18.63,56.99,10.01,28.07,51.07,5.91,152.35,pigeonpeas,2281.58
80.42,46.42,42.11,26.8,86.52,6.79,148.26,jute,3445.36
21.57,50.29,19.06,27.79,51.93,7.09,55.19,mothbeans,1371.77
19.4,135.41,209.06,27.02,81.23,5.84,71.6,grapes,25193.67
22.61,25.37,29.04,28.32,45.74,5.99,95.66,mango,9660.78
79.52,43.89,25.61,22.0,64.95,5.84,88.1,maize,7936.06
22.03,137.08,187.08,23.29,74.37,5.94,64.42,grapes,22465.41
101.46,66.86,49.69,27.46,79.57,5.83,86.07,banana,47272.56
20.81,100.7,203.71,21.4,89.05,5.89,137.45,apple,12327.97
20.62,152.22,185.8,25.55,92.1,5.25,110.42,apple,15134.43
90.38,45.45,38.65,21.04,79.78,6.19,222.71,rice,5118.42
72.27,46.82,37.57,23.16,93.57,5.07,220.59,rice,4511.88
22.45,28.32,29.62,33.19,54.85,5.82,96.09,mango,10980.9
94.19,48.55,49.34,20.97,46.66,7.0,72.38,wheat,4700.78
19.69,69.21,20.42,29.6,52.62,5.48,166.38,pigeonpeas,1865.02
45.61,64.69,17.43,29.09,66.69,7.14,22.33,blackgram,1283.57
24.19,15.46,30.61,26.2,93.83,6.3,134.12,coconut,7888.72
72.97,47.83,48.85,21.75,91.06,6.35,183.13,rice,5985.07
107.23,18.57,49.09,27.51,95.5,6.35,27.88,muskmelon,17066.44
22.99,141.75,194.48,21.04,87.22,5.96,135.65,apple,17033.82
15.83,24.93,30.59,29.39,49.81,5.64,91.82,mango,9301.71
21.14,66.38,22.96,21.36,22.92,5.45,110.53,kidneybeans,3084.43
55.57,62.39,54.41,35.17,92.85,6.65,126.55,papaya,33335.67
59.04,41.16,40.03,25.18,72.97,6.24,176.41,jute,2684.23
16.15,138.5,219.96,25.78,92.99,5.95,71.34,apple,16042.58
21.48,149.08,193.87,23.18,91.69,5.41,128.7,apple,12446.17
45.93,75.18,77.62,18.14,15.29,7.85,82.98,chickpea,2202.2
23.06,18.2,28.47,27.18,96.82,5.69,208.39,coconut,6108.96
27.72,137.46,190.9,26.67,75.21,5.97,83.5,grapes,19012.81
21.53,14.06,42.68,17.66,87.48,6.14,122.64,pomegranate,10745.82
22.49,21.84,34.99,23.07,88.05,5.94,98.51,pomegranate,11310.6
112.16,10.88,49.99,24.69,87.41,6.38,41.47,watermelon,30982.57
24.41,137.09,191.54,20.28,90.45,5.67,97.08,apple,11427.45
22.01,27.75,30.17,29.72,49.83,5.55,88.95,mango,11407.59
18.15,44.01,20.2,28.87,51.03,6.96,54.06,mothbeans,1109.29
45.85,68.67,80.8,19.66,15.41,7.51,40.71,chickpea,1896.37
17.95,23.33,17.61,28.92,55.56,5.58,91.61,mango,10076.08
86.16,50.97,38.45,23.65,75.74,6.46,194.45,rice,5500.61
88.66,42.0,38.33,22.05,78.73,6.88,212.15,rice,4866.07
15.49,16.12,11.57,20.77,89.58,7.45,81.47,orange,9496.83
4.15,69.05,17.56,31.19,48.1,5.44,148.0,pigeonpeas,1653.13
22.42,46.3,19.79,28.04,80.99,6.87,53.6,mungbean,1846.05
85.39,42.81,39.05,21.25,75.09,6.46,257.28,rice,4627.52
21.1,40.67,11.15,28.73,51.08,6.86,50.82,mothbeans,1042.08
37.04,68.62,99.54,16.48,14.82,7.94,102.44,chickpea,1649.59
20.16,51.0,13.96,29.62,80.75,6.56,54.31,mungbean,1291.08
20.16,46.37,21.95,27.69,51.4,6.27,41.6,mothbeans,1464.07
68.04,52.06,46.78,22.86,87.02,6.18,180.65,rice,5867.74
39.75,68.8,23.31,27.92,73.44,7.07,78.9,blackgram,1054.06
17.25,15.08,40.4,23.87,84.78,6.26,95.95,pomegranate,10788.1
30.65,66.06,81.9,19.35,16.47,7.51,35.68,chickpea,1447.11
89.72,51.23,46.84,21.07,85.43,6.53,147.24,rice,4553.93
15.69,17.65,7.59,19.69,95.58,6.64,63.67,orange,12617.36
84.18,55.59,49.71,21.37,52.85,6.72,84.64,wheat,5874.36
29.36,67.5,73.97,19.3,19.41,7.29,62.32,chickpea,1596.38
20.03,14.15,38.34,21.91,89.8,6.58,85.68,pomegranate,12220.01
79.73,49.22,18.88,24.98,57.0,5.59,82.93,maize,5739.43
71.79,47.16,17.64,18.04,68.74,5.46,89.78,maize,8790.07
76.44,94.6,55.43,27.89,89.54,5.71,142.75,banana,33085.65
96.01,10.15,55.92,25.51,81.69,6.62,67.08,watermelon,31917.49
20.11,119.73,190.94,24.44,85.37,6.05,74.2,grapes,20635.26
17.94,45.36,26.77,21.56,86.98,6.71,32.19,mungbean,1367.69
18.35,17.91,41.61,21.23,91.14,6.41,108.17,pomegranate,10091.79
117.85,38.57,42.83,31.35,62.45,6.56,93.6,cotton,2896.07
69.23,50.59,31.52,25.96,83.99,6.63,176.31,jute,4001.05
52.35,62.67,58.67,33.47,92.19,6.43,150.72,papaya,38124.87
20.94,22.38,24.46,25.49,98.79,5.89,160.88,coconut,7345.29
17.58,72.78,19.81,26.78,50.96,5.92,156.14,pigeonpeas,2210.75
73.47,55.26,21.63,22.6,68.11,5.43,105.78,maize,7103.51
36.49,46.71,22.55,26.7,54.48,6.73,46.89,mothbeans,1549.82
20.42,18.35,11.34,21.16,91.79,6.85,105.79,orange,11846.17
10.25,57.75,23.7,29.01,47.71,5.38,134.84,pigeonpeas,1849.28
25.38,14.78,31.5,27.99,95.66,5.76,154.44,coconut,7503.96
20.9,44.14,11.13,26.63,49.91,6.83,47.55,mothbeans,1401.2
109.75,10.9,58.74,28.37,83.29,7.25,50.24,watermelon,23721.45
17.66,16.85,35.38,21.54,90.56,6.62,86.45,pomegranate,9414.72
91.01,9.14,47.38,26.27,93.05,7.49,28.48,muskmelon,21272.41
88.36,42.35,42.65,25.88,69.64,5.6,217.31,rice,5285.09
90.22,9.9,46.14,23.23,85.53,6.05,39.92,watermelon,36092.58
75.8,46.59,33.28,21.16,76.98,5.62,198.96,rice,5945.42
25.32,48.86,25.76,25.57,55.34,6.45,39.86,mothbeans,1116.58
15.24,148.05,223.64,24.04,88.61,5.83,41.01,grapes,17564.9
23.08,14.77,27.62,26.85,93.04,6.21,138.83,coconut,7075.81
79.75,62.93,21.84,21.37,69.61,6.24,93.4,maize,7350.22
31.4,132.98,187.73,24.25,79.25,5.81,75.5,grapes,16259.16
29.87,62.65,99.11,14.16,18.57,7.8,54.18,chickpea,1569.3
24.31,118.5,185.51,22.38,78.68,5.59,72.05,grapes,17265.67
49.89,56.39,53.07,30.71,89.96,7.0,139.52,papaya,30668.94
36.34,81.61,24.22,32.2,67.46,6.52,73.92,blackgram,1215.66
15.93,24.69,31.6,28.37,54.97,5.54,92.01,mango,8433.44
13.81,119.92,151.24,26.22,92.64,5.52,123.05,apple,11468.43
87.08,39.79,46.76,17.95,44.99,6.36,101.97,wheat,5094.82
101.9,43.96,35.8,21.8,71.38,5.74,177.23,rice,5307.06
73.54,51.51,44.23,19.81,51.64,6.66,81.33,wheat,5998.02
66.56,48.54,19.83,21.58,64.36,5.06,74.03,maize,7377.05
74.69,45.12,38.62,18.4,74.42,6.68,249.35,rice,5280.33
24.64,65.52,14.23,28.54,43.88,5.64,175.51,pigeonpeas,2349.04
82.8,42.37,52.23,23.26,82.55,6.36,214.43,rice,5551.28
22.51,141.1,225.07,24.5,85.28,6.1,84.26,grapes,20010.01
54.82,51.61,51.55,33.29,92.99,6.47,119.66,papaya,33117.81
94.86,55.94,60.95,21.74,51.63,6.6,69.7,wheat,4774.37
110.8,45.98,56.2,25.03,47.23,6.78,99.43,wheat,4042.63
44.23,67.48,17.55,30.08,78.18,7.35,85.44,blackgram,1194.14
17.29,47.42,29.49,27.77,90.43,6.71,44.16,mungbean,1339.6
90.5,45.16,48.53,16.0,46.99,6.66,51.11,wheat,5170.9
83.08,39.45,33.26,24.49,82.85,5.91,200.55,rice,5752.84
135.61,40.8,41.04,22.52,65.94,6.34,83.6,cotton,3154.18
50.78,60.28,53.55,35.71,91.71,7.33,106.81,papaya,37112.78
17.39,83.38,26.8,25.51,49.16,5.62,128.71,pigeonpeas,1576.26
43.44,61.46,55.62,32.84,90.63,6.75,143.11,papaya,35615.57
18.36,65.5,23.35,27.74,61.23,6.4,25.98,lentil,1472.1
94.33,42.91,39.2,15.42,56.31,6.22,113.37,wheat,4112.42
58.3,52.46,13.94,23.46,65.07,5.52,76.86,maize,7256.5
34.18,119.71,195.73,18.95,80.5,6.19,79.81,grapes,19156.93
19.6,65.1,17.6,21.39,20.45,5.67,148.4,kidneybeans,2017.72
22.62,133.8,237.87,24.74,71.82,5.84,40.01,grapes,18381.84
40.83,68.06,28.19,27.14,58.57,6.52,73.59,blackgram,1156.58
107.26,12.88,55.38,26.13,90.34,6.18,34.98,watermelon,27908.26
72.69,47.83,48.97,21.96,83.12,5.99,235.65,rice,7320.19
79.69,47.15,40.4,25.69,90.96,7.47,159.02,jute,2461.4
36.85,67.41,20.08,26.17,57.64,7.1,56.94,blackgram,1311.04
17.19,44.2,18.03,28.76,78.44,6.58,48.59,mungbean,1231.73
104.35,8.34,46.22,25.98,96.92,6.8,62.66,watermelon,26992.96
80.54,50.97,53.37,16.92,50.66,6.15,92.93,wheat,4114.24
26.63,60.97,22.93,18.53,17.75,5.77,125.19,kidneybeans,2114.55
77.45,55.52,26.75,25.18,88.23,4.96,189.72,rice,4857.48
17.04,58.77,17.86,30.06,46.32,5.55,167.51,pigeonpeas,1975.94
132.84,11.57,48.66,26.74,84.38,6.76,51.59,watermelon,25951.97
92.56,8.35,56.86,25.04,87.83,6.95,26.42,watermelon,31817.72
16.51,22.14,24.42,31.15,46.72,5.76,83.94,mango,8468.49
17.43,67.57,8.92,23.61,69.18,6.58,38.49,lentil,1702.09
21.12,135.61,211.88,22.86,78.79,6.5,83.77,grapes,24306.88
116.39,55.12,42.5,23.67,61.77,5.98,92.32,cotton,1816.24
23.33,17.02,30.58,27.11,96.33,5.23,205.89,coconut,5300.19
20.23,11.44,31.6,25.91,98.58,5.99,178.21,coconut,6753.05
17.91,52.49,15.87,31.69,94.67,6.78,48.88,mungbean,1590.63
18.64,63.12,20.8,23.15,61.17,7.12,30.62,lentil,1742.07
42.48,65.32,85.11,23.81,20.45,7.49,70.25,chickpea,1620.09
72.87,46.86,15.03,16.88,64.04,7.21,100.69,maize,6845.86
20.75,18.77,8.9,18.46,93.75,6.72,82.23,orange,10785.57
75.28,56.37,26.7,19.4,69.15,6.41,62.03,maize,7485.79
23.19,120.97,185.15,22.35,82.23,6.02,92.16,grapes,21627.77
102.56,6.54,46.12,22.67,74.92,6.5,42.02,watermelon,35820.19
87.61,47.25,44.64,19.92,55.86,6.77,69.44,wheat,5454.28
95.31,42.67,48.3,26.7,81.98,6.92,175.34,jute,3967.15
26.13,61.21,22.99,28.1,56.61,6.69,74.88,mothbeans,1188.69
83.84,57.88,12.18,25.23,65.52,5.55,58.39,maize,6396.91
17.66,17.53,7.92,19.09,97.18,7.17,104.72,orange,12493.56
77.56,51.73,43.49,29.49,84.79,6.75,145.65,jute,3075.66
82.89,60.28,36.81,21.94,78.88,5.72,180.88,rice,6350.52
112.08,9.05,45.99,28.89,82.74,6.55,54.51,watermelon,23915.45
83.07,52.06,43.15,21.34,79.2,6.37,218.31,rice,5793.9
106.63,48.74,38.0,28.95,76.03,5.99,63.73,cotton,2999.93
22.0,11.44,29.83,25.85,95.02,6.12,204.85,coconut,7827.78
14.24,53.8,15.95,21.91,23.55,5.63,104.55,kidneybeans,2120.62
24.92,43.51,16.17,27.08,73.74,6.8,46.27,mungbean,1583.07
92.53,10.84,52.84,26.99,84.36,6.79,29.62,watermelon,24566.22
53.53,58.14,50.85,31.2,91.04,6.55,139.99,papaya,33280.91
84.97,47.31,43.24,26.05,80.83,5.88,247.38,rice,6186.03
24.01,134.0,173.92,21.28,91.4,6.02,72.59,apple,13761.36
114.14,83.75,54.84,25.56,83.98,6.2,110.8,banana,47481.26
108.45,86.83,57.58,25.92,88.37,5.73,84.75,banana,33802.92
102.41,9.63,54.16,24.54,86.16,6.84,57.91,watermelon,32035.68
96.65,53.07,30.8,20.44,78.88,6.01,215.53,rice,4729.35
115.59,11.42,52.31,26.97,97.27,6.96,25.16,muskmelon,18890.07
20.52,46.33,18.45,24.9,54.32,6.79,58.45,mothbeans,1321.23
21.76,17.76,10.28,25.07,94.62,6.82,98.22,orange,11659.75
14.33,15.32,48.67,21.77,90.32,6.43,112.84,pomegranate,11387.26
17.09,52.27,21.24,27.98,89.39,6.84,63.47,mungbean,1325.33
94.97,11.07,42.73,24.62,86.46,6.6,51.55,watermelon,30227.62
90.7,9.09,56.75,29.44,93.56,6.32,27.14,muskmelon,14094.56
60.17,63.11,53.41,31.39,93.88,6.77,152.4,papaya,31056.01
21.38,21.93,9.85,24.22,97.01,7.31,109.66,orange,13034.2
18.3,69.85,19.38,20.92,20.51,5.65,85.2,kidneybeans,2620.4
113.86,40.38,51.59,26.92,79.24,6.36,69.13,cotton,2654.59
101.74,24.92,46.28,27.36,91.84,6.29,30.49,muskmelon,11509.86
109.94,18.2,47.68,27.64,86.76,6.45,28.44,muskmelon,18085.23
74.79,53.54,49.22,18.31,43.6,6.94,84.75,wheat,5009.27
17.63,52.79,6.44,27.7,45.85,6.66,48.01,mothbeans,1108.92
93.37,16.25,47.69,29.41,94.88,6.47,24.59,muskmelon,18533.75
37.75,69.47,16.14,29.88,57.43,7.19,94.47,blackgram,1612.86
26.63,24.08,20.29,35.72,61.34,5.76,69.59,mango,9411.6
83.94,45.9,41.45,27.15,86.36,5.84,236.04,rice,5215.15
26.04,137.19,154.49,24.6,73.72,6.19,91.12,grapes,16949.22
39.98,67.79,23.75,25.97,66.67,6.91,55.42,blackgram,1004.69
112.01,16.37,50.69,28.59,90.24,6.94,19.41,muskmelon,17766.21
16.6,27.88,36.65,29.82,45.69,5.73,90.47,mango,10703.44
69.83,51.3,24.69,18.78,61.19,5.62,66.2,maize,7628.62
76.02,50.14,47.95,23.26,52.37,6.49,87.27,wheat,5881.85
18.54,15.13,37.05,23.49,89.85,6.61,104.7,pomegranate,9924.93
29.36,70.29,70.2,14.54,12.94,6.96,52.67,chickpea,1404.83
19.98,142.93,184.13,22.78,89.48,5.65,41.3,apple,17070.07
101.37,91.52,51.73,26.88,85.21,6.07,107.43,banana,44870.92
79.23,43.42,46.84,23.61,81.14,7.11,154.09,jute,4017.85
16.34,14.71,12.14,21.26,96.7,7.16,102.12,orange,14222.87
18.37,27.34,28.79,31.25,56.43,5.66,71.75,mango,9996.71
19.2,29.55,33.79,32.21,48.6,5.29,103.24,mango,10629.41
47.03,53.02,53.12,32.45,92.51,6.62,141.88,papaya,33892.15
24.3,19.7,27.56,26.38,96.8,5.47,135.59,coconut,7126.44
83.57,55.39,37.41,21.38,79.49,6.46,209.86,rice,5349.89
23.83,59.92,21.5,21.86,20.75,5.91,161.29,kidneybeans,2393.92
26.59,54.37,19.14,30.2,86.79,6.72,58.07,mungbean,1439.93
83.23,50.09,27.01,23.3,57.48,6.53,65.04,maize,6691.04
47.48,66.58,10.14,30.58,57.78,7.13,74.17,blackgram,929.56
36.86,68.23,80.51,16.49,13.88,7.6,72.08,chickpea,1890.27
100.4,16.0,51.8,28.83,92.24,6.55,24.13,muskmelon,20111.3
18.79,64.08,17.65,26.24,73.0,7.36,53.57,lentil,1440.64
17.44,72.2,15.87,23.01,54.95,6.5,64.08,lentil,1938.07
123.39,40.7,49.77,24.14,63.08,7.13,87.84,cotton,3287.8
123.44,10.27,55.31,26.61,84.82,6.32,53.32,watermelon,28280.47
23.09,76.19,21.91,20.62,17.44,4.91,112.77,kidneybeans,2472.12
117.62,46.93,40.05,20.56,66.39,7.16,74.2,cotton,3557.6
143.89,45.72,45.88,29.2,71.39,6.65,77.88,cotton,2772.11
99.05,70.7,50.83,28.93,74.36,6.38,73.8,banana,50676.55
17.15,73.95,25.11,24.42,63.3,7.19,52.47,lentil,1376.04
19.65,62.07,25.29,26.82,43.32,5.75,130.74,pigeonpeas,2011.0
19.28,44.25,21.69,26.91,94.08,6.32,64.36,mungbean,1395.97
85.19,55.66,39.46,23.8,85.45,5.8,206.72,rice,5738.38
40.78,66.01,20.59,30.3,62.11,6.73,61.27,blackgram,1239.38
12.03,46.56,21.23,27.46,77.28,7.18,50.04,mungbean,1680.19
32.75,70.66,20.74,30.36,59.72,6.06,167.98,pigeonpeas,1934.08
22.54,24.86,31.13,30.8,51.07,5.56,88.22,mango,10463.49
28.55,143.83,190.1,23.66,83.2,5.59,92.92,grapes,20991.67
15.59,45.98,20.42,29.82,52.08,6.44,51.57,mothbeans,1329.3
21.01,19.1,26.75,26.99,96.67,6.2,184.22,coconut,6881.8
19.61,13.07,11.52,21.11,91.75,6.88,93.67,orange,14085.25
25.36,129.17,195.09,22.54,85.84,5.72,81.75,grapes,22520.42
87.26,82.12,51.93,26.69,83.57,6.03,94.55,banana,41006.84
17.08,21.43,40.53,19.31,92.11,6.56,56.57,pomegranate,11780.38
43.39,67.32,74.81,16.98,19.28,7.52,64.09,chickpea,1717.06
18.26,46.93,24.19,27.36,45.07,7.14,42.63,mothbeans,1286.09
108.44,10.61,39.33,22.95,85.85,6.54,47.77,watermelon,28669.16
49.58,61.83,54.83,33.65,95.32,6.61,122.06,papaya,35833.04
47.62,71.68,97.82,13.03,16.43,7.28,83.82,chickpea,1307.29
19.91,76.72,23.32,24.41,67.05,7.32,37.26,lentil,1505.44
20.54,41.64,14.23,29.94,86.99,7.02,52.25,mungbean,1417.07
20.99,53.45,31.83,25.12,83.87,5.99,50.93,mungbean,1409.17
18.64,117.79,205.76,24.0,83.51,5.97,48.09,grapes,22834.71
13.39,17.15,35.01,20.07,86.71,6.37,98.88,pomegranate,11098.67
16.65,67.35,21.46,20.24,57.15,6.71,48.07,lentil,1517.45
71.78,45.52,40.02,25.49,80.19,6.57,183.58,jute,3929.03
20.27,16.19,11.05,19.57,93.23,6.87,114.0,orange,14466.55
137.37,48.66,47.26,24.5,66.1,6.37,91.66,cotton,2696.75
45.92,48.26,54.99,30.0,92.32,6.8,148.53,papaya,32216.92
24.84,134.48,175.3,22.86,89.59,5.43,97.32,apple,14812.64
54.26,66.82,45.85,33.92,95.14,6.7,96.33,papaya,34837.83
20.99,103.06,187.53,23.02,88.92,6.12,56.5,grapes,22439.55
87.3,21.59,46.93,27.32,96.35,6.16,21.37,muskmelon,15219.7
22.01,11.86,8.39,24.73,91.39,7.36,107.01,orange,11185.23
104.82,10.33,42.66,25.92,79.5,6.78,43.29,watermelon,28200.85
98.0,13.98,47.05,25.47,86.23,6.16,47.14,watermelon,28649.93
23.24,14.15,32.55,25.27,95.31,5.74,199.39,coconut,6583.12
25.47,30.71,39.35,30.0,46.41,5.94,109.17,mango,10383.1
121.7,40.98,39.7,24.29,60.98,6.74,59.78,cotton,2927.93
124.23,44.39,47.51,26.15,60.61,6.1,77.64,cotton,2693.46
25.3,29.7,24.91,28.83,46.49,5.99,63.47,mango,10054.75
37.7,73.15,18.1,29.19,70.66,7.48,77.67,blackgram,1034.25
79.03,45.28,42.0,22.92,87.52,6.06,204.51,rice,5625.38
96.13,87.7,46.55,24.18,73.51,5.56,125.19,banana,35913.2
45.89,70.04,13.12,29.05,79.72,7.22,103.54,blackgram,1254.03
93.67,22.22,52.21,24.42,89.76,5.96,30.82,muskmelon,16023.62
